config,hidden_dim,kernel_sizes,dropout,mae,mae_std,coverage
hidden=32,32,(5,11,21),0.3,4.05,1.10,0.122
hidden=64,64,(5,11,21),0.3,2.97,0.06,0.109
hidden=128,128,(5,11,21),0.3,2.90,0.63,0.107
kernels=(3,7,15),64,(3,7,15),0.3,3.07,0.37,0.109
kernels=(5,11,21),64,(5,11,21),0.3,2.97,0.06,0.109
kernels=(7,15,31),64,(7,15,31),0.3,3.02,0.03,0.091
dropout=0.2,64,(5,11,21),0.2,3.57,1.12,0.116
dropout=0.3,64,(5,11,21),0.3,2.97,0.06,0.109
dropout=0.4,64,(5,11,21),0.4,2.53,0.15,0.109
